model,best_score,best_params
pipeline_SVM,0.76,"{'classifier__C': 0.01, 'classifier__degree': 1, 'classifier__gamma': 'scale', 'classifier__kernel': 'sigmoid', 'feature_extractor__analyzer': 'word', 'feature_extractor__feature_type': 'tfidf', 'feature_extractor__max_features': 500, 'feature_extractor__ngram_range': (1, 1)}"
